game_id,matched_set_id,seed,regime,policy,player_uid,reconstructable,missing_reason,reveal_occurred,reveal_round,reveal_phase,first_check_round,first_wolf_found_round,useful_information_round,death_occurred,death_round,death_phase,death_cause,terminal_round,terminal_phase,alive_at_game_end,alive_at_terminal_start,survived_one_full_round_after_reveal,survived_two_full_rounds_after_reveal,died_same_round_as_reveal,died_next_night_after_reveal,rounds_survived_after_reveal,phases_survived_after_reveal,checks_completed_before_death,wolves_found_before_death,useful_information_before_death,village_win
seer_reveal_first_wolf_r61_seed522_speech_enabled_rep03,r61_seed522_speech_enabled_rep03,522,speech_enabled,reveal_first_wolf,1,True,,0,,,1,,,1,1,night,night_kill,3,night,0,0,,,,,,,1,0,0,0
seer_delayed_round_2_r61_seed522_speech_enabled_rep03,r61_seed522_speech_enabled_rep03,522,speech_enabled,delayed_round_2,1,True,,0,,,1,,,1,1,night,night_kill,3,night,0,0,,,,,,,1,0,0,0
seer_under_threat_r61_seed522_speech_enabled_rep03,r61_seed522_speech_enabled_rep03,522,speech_enabled,under_threat,1,True,,0,,,1,,,1,1,night,night_kill,3,night,0,0,,,,,,,1,0,0,0
seer_selective_useful_info_r61_seed522_speech_enabled_rep03,r61_seed522_speech_enabled_rep03,522,speech_enabled,selective_useful_info,1,True,,0,,,1,,,1,1,night,night_kill,3,night,0,0,,,,,,,1,0,0,0
seer_private_only_r61_seed522_speech_enabled_rep04,r61_seed522_speech_enabled_rep04,522,speech_enabled,private_only,4,True,,0,,,1,2,2,1,2,night,night_kill,3,night,0,0,,,,,,,2,1,1,0
seer_immediate_reveal_r61_seed522_speech_enabled_rep04,r61_seed522_speech_enabled_rep04,522,speech_enabled,immediate_reveal,4,True,,1,1,night,1,2,1,1,2,night,night_kill,3,day,0,0,0,0,0,1,1,2,2,1,1,1
seer_reveal_first_wolf_r61_seed522_speech_enabled_rep04,r61_seed522_speech_enabled_rep04,522,speech_enabled,reveal_first_wolf,4,True,,1,2,night,1,2,2,1,2,night,night_kill,3,night,0,0,0,0,1,0,0,0,2,1,1,0
seer_delayed_round_2_r61_seed522_speech_enabled_rep04,r61_seed522_speech_enabled_rep04,522,speech_enabled,delayed_round_2,4,True,,1,2,night,1,2,2,1,2,night,night_kill,3,night,0,0,0,0,1,0,0,0,2,1,1,0
seer_under_threat_r61_seed522_speech_enabled_rep04,r61_seed522_speech_enabled_rep04,522,speech_enabled,under_threat,4,True,,0,,,1,2,2,1,2,night,night_kill,3,night,0,0,,,,,,,2,1,1,0
seer_selective_useful_info_r61_seed522_speech_enabled_rep04,r61_seed522_speech_enabled_rep04,522,speech_enabled,selective_useful_info,4,True,,1,2,night,1,2,2,1,2,night,night_kill,3,night,0,0,0,0,1,0,0,0,2,1,1,0
seer_private_only_r61_seed522_speech_enabled_rep05,r61_seed522_speech_enabled_rep05,522,speech_enabled,private_only,2,True,,0,,,1,,,1,2,night,night_kill,4,night,0,0,,,,,,,2,0,0,0
seer_immediate_reveal_r61_seed522_speech_enabled_rep05,r61_seed522_speech_enabled_rep05,522,speech_enabled,immediate_reveal,2,True,,1,1,night,1,,1,1,2,night,night_kill,4,night,0,0,0,0,0,1,1,2,2,0,1,0
seer_reveal_first_wolf_r61_seed522_speech_enabled_rep05,r61_seed522_speech_enabled_rep05,522,speech_enabled,reveal_first_wolf,2,True,,0,,,1,,,1,2,night,night_kill,4,night,0,0,,,,,,,2,0,0,0
seer_delayed_round_2_r61_seed522_speech_enabled_rep05,r61_seed522_speech_enabled_rep05,522,speech_enabled,delayed_round_2,2,True,,1,2,night,1,,2,1,2,night,night_kill,4,night,0,0,0,0,1,0,0,0,2,0,1,0
seer_under_threat_r61_seed522_speech_enabled_rep05,r61_seed522_speech_enabled_rep05,522,speech_enabled,under_threat,2,True,,0,,,1,,,1,2,night,night_kill,4,night,0,0,,,,,,,2,0,0,0
seer_selective_useful_info_r61_seed522_speech_enabled_rep05,r61_seed522_speech_enabled_rep05,522,speech_enabled,selective_useful_info,2,True,,0,,,1,,,1,2,night,night_kill,4,night,0,0,,,,,,,2,0,0,0
seer_private_only_r61_seed522_herding_enabled_rep01,r61_seed522_herding_enabled_rep01,522,herding_enabled,private_only,9,True,,0,,,1,1,1,1,1,night,night_kill,3,night,0,0,,,,,,,1,1,1,0
seer_immediate_reveal_r61_seed522_herding_enabled_rep01,r61_seed522_herding_enabled_rep01,522,herding_enabled,immediate_reveal,9,True,,1,1,night,1,1,1,1,1,night,night_kill,3,night,0,0,0,0,1,0,0,0,1,1,1,0
seer_reveal_first_wolf_r61_seed522_herding_enabled_rep01,r61_seed522_herding_enabled_rep01,522,herding_enabled,reveal_first_wolf,9,True,,1,1,night,1,1,1,1,1,night,night_kill,3,night,0,0,0,0,1,0,0,0,1,1,1,0
seer_delayed_round_2_r61_seed522_herding_enabled_rep01,r61_seed522_herding_enabled_rep01,522,herding_enabled,delayed_round_2,9,True,,0,,,1,1,1,1,1,night,night_kill,3,night,0,0,,,,,,,1,1,1,0
seer_under_threat_r61_seed522_herding_enabled_rep01,r61_seed522_herding_enabled_rep01,522,herding_enabled,under_threat,9,True,,0,,,1,1,1,1,1,night,night_kill,3,night,0,0,,,,,,,1,1,1,0
seer_selective_useful_info_r61_seed522_herding_enabled_rep01,r61_seed522_herding_enabled_rep01,522,herding_enabled,selective_useful_info,9,True,,1,1,night,1,1,1,1,1,night,night_kill,3,night,0,0,0,0,1,0,0,0,1,1,1,0
seer_private_only_r61_seed522_herding_enabled_rep02,r61_seed522_herding_enabled_rep02,522,herding_enabled,private_only,1,True,,0,,,1,,,1,2,night,night_kill,4,night,0,0,,,,,,,2,0,0,0
seer_immediate_reveal_r61_seed522_herding_enabled_rep02,r61_seed522_herding_enabled_rep02,522,herding_enabled,immediate_reveal,1,True,,1,1,night,1,,1,1,2,night,night_kill,4,night,0,0,0,0,0,1,1,2,2,0,1,0
seer_reveal_first_wolf_r61_seed522_herding_enabled_rep02,r61_seed522_herding_enabled_rep02,522,herding_enabled,reveal_first_wolf,1,True,,0,,,1,,,1,2,night,night_kill,4,night,0,0,,,,,,,2,0,0,0
seer_delayed_round_2_r61_seed522_herding_enabled_rep02,r61_seed522_herding_enabled_rep02,522,herding_enabled,delayed_round_2,1,True,,1,2,night,1,,2,1,2,night,night_kill,4,night,0,0,0,0,1,0,0,0,2,0,1,0
seer_under_threat_r61_seed522_herding_enabled_rep02,r61_seed522_herding_enabled_rep02,522,herding_enabled,under_threat,1,True,,0,,,1,,,1,2,night,night_kill,4,night,0,0,,,,,,,2,0,0,0
seer_selective_useful_info_r61_seed522_herding_enabled_rep02,r61_seed522_herding_enabled_rep02,522,herding_enabled,selective_useful_info,1,True,,0,,,1,,,1,2,night,night_kill,4,night,0,0,,,,,,,2,0,0,0
seer_private_only_r61_seed522_herding_enabled_rep03,r61_seed522_herding_enabled_rep03,522,herding_enabled,private_only,9,True,,0,,,1,,,1,2,night,night_kill,3,day,0,0,,,,,,,2,0,0,1
seer_immediate_reveal_r61_seed522_herding_enabled_rep03,r61_seed522_herding_enabled_rep03,522,herding_enabled,immediate_reveal,9,True,,1,1,night,1,,1,1,2,night,night_kill,3,day,0,0,0,0,0,1,1,2,2,0,1,1
seer_reveal_first_wolf_r61_seed522_herding_enabled_rep03,r61_seed522_herding_enabled_rep03,522,herding_enabled,reveal_first_wolf,9,True,,0,,,1,,,1,2,night,night_kill,3,day,0,0,,,,,,,2,0,0,1
seer_delayed_round_2_r61_seed522_herding_enabled_rep03,r61_seed522_herding_enabled_rep03,522,herding_enabled,delayed_round_2,9,True,,1,2,night,1,,2,1,2,night,night_kill,3,day,0,0,0,0,1,0,0,0,2,0,1,1
seer_under_threat_r61_seed522_herding_enabled_rep03,r61_seed522_herding_enabled_rep03,522,herding_enabled,under_threat,9,True,,0,,,1,,,1,2,night,night_kill,3,day,0,0,,,,,,,2,0,0,1
seer_selective_useful_info_r61_seed522_herding_enabled_rep03,r61_seed522_herding_enabled_rep03,522,herding_enabled,selective_useful_info,9,True,,0,,,1,,,1,2,night,night_kill,3,day,0,0,,,,,,,2,0,0,1
seer_private_only_r61_seed522_herding_enabled_rep04,r61_seed522_herding_enabled_rep04,522,herding_enabled,private_only,8,True,,0,,,1,2,2,1,2,night,night_kill,3,day,0,0,,,,,,,2,1,1,0
seer_immediate_reveal_r61_seed522_herding_enabled_rep04,r61_seed522_herding_enabled_rep04,522,herding_enabled,immediate_reveal,8,True,,1,1,night,1,2,1,1,2,night,night_kill,3,day,0,0,0,0,0,1,1,2,2,1,1,0
seer_reveal_first_wolf_r61_seed522_herding_enabled_rep04,r61_seed522_herding_enabled_rep04,522,herding_enabled,reveal_first_wolf,8,True,,1,2,night,1,2,2,1,2,night,night_kill,3,day,0,0,0,0,1,0,0,0,2,1,1,0
seer_delayed_round_2_r61_seed522_herding_enabled_rep04,r61_seed522_herding_enabled_rep04,522,herding_enabled,delayed_round_2,8,True,,1,2,night,1,2,2,1,2,night,night_kill,3,day,0,0,0,0,1,0,0,0,2,1,1,0
seer_under_threat_r61_seed522_herding_enabled_rep04,r61_seed522_herding_enabled_rep04,522,herding_enabled,under_threat,8,True,,0,,,1,2,2,1,2,night,night_kill,3,day,0,0,,,,,,,2,1,1,0
seer_selective_useful_info_r61_seed522_herding_enabled_rep04,r61_seed522_herding_enabled_rep04,522,herding_enabled,selective_useful_info,8,True,,1,2,night,1,2,2,1,2,night,night_kill,3,day,0,0,0,0,1,0,0,0,2,1,1,0
seer_private_only_r61_seed522_herding_enabled_rep05,r61_seed522_herding_enabled_rep05,522,herding_enabled,private_only,1,True,,0,,,1,1,1,1,1,night,night_kill,3,day,0,0,,,,,,,1,1,1,0
seer_immediate_reveal_r61_seed522_herding_enabled_rep05,r61_seed522_herding_enabled_rep05,522,herding_enabled,immediate_reveal,1,True,,1,1,night,1,1,1,1,1,night,night_kill,3,day,0,0,0,0,1,0,0,0,1,1,1,0
seer_reveal_first_wolf_r61_seed522_herding_enabled_rep05,r61_seed522_herding_enabled_rep05,522,herding_enabled,reveal_first_wolf,1,True,,1,1,night,1,1,1,1,1,night,night_kill,3,day,0,0,0,0,1,0,0,0,1,1,1,0
seer_delayed_round_2_r61_seed522_herding_enabled_rep05,r61_seed522_herding_enabled_rep05,522,herding_enabled,delayed_round_2,1,True,,0,,,1,1,1,1,1,night,night_kill,3,day,0,0,,,,,,,1,1,1,0
seer_under_threat_r61_seed522_herding_enabled_rep05,r61_seed522_herding_enabled_rep05,522,herding_enabled,under_threat,1,True,,0,,,1,1,1,1,1,night,night_kill,3,day,0,0,,,,,,,1,1,1,0
seer_selective_useful_info_r61_seed522_herding_enabled_rep05,r61_seed522_herding_enabled_rep05,522,herding_enabled,selective_useful_info,1,True,,1,1,night,1,1,1,1,1,night,night_kill,3,day,0,0,0,0,1,0,0,0,1,1,1,0
seer_private_only_r61_seed522_deception_enabled_rep01,r61_seed522_deception_enabled_rep01,522,deception_enabled,private_only,6,True,,0,,,1,,,1,1,night,night_kill,2,night,0,0,,,,,,,1,0,0,0
seer_immediate_reveal_r61_seed522_deception_enabled_rep01,r61_seed522_deception_enabled_rep01,522,deception_enabled,immediate_reveal,6,True,,1,1,night,1,,1,1,1,night,night_kill,2,night,0,0,0,0,1,0,0,0,1,0,1,0
seer_reveal_first_wolf_r61_seed522_deception_enabled_rep01,r61_seed522_deception_enabled_rep01,522,deception_enabled,reveal_first_wolf,6,True,,0,,,1,,,1,1,night,night_kill,2,night,0,0,,,,,,,1,0,0,0
seer_delayed_round_2_r61_seed522_deception_enabled_rep01,r61_seed522_deception_enabled_rep01,522,deception_enabled,delayed_round_2,6,True,,0,,,1,,,1,1,night,night_kill,2,night,0,0,,,,,,,1,0,0,0
seer_under_threat_r61_seed522_deception_enabled_rep01,r61_seed522_deception_enabled_rep01,522,deception_enabled,under_threat,6,True,,0,,,1,,,1,1,night,night_kill,2,night,0,0,,,,,,,1,0,0,0
seer_selective_useful_info_r61_seed522_deception_enabled_rep01,r61_seed522_deception_enabled_rep01,522,deception_enabled,selective_useful_info,6,True,,0,,,1,,,1,1,night,night_kill,2,night,0,0,,,,,,,1,0,0,0
seer_private_only_r61_seed522_deception_enabled_rep02,r61_seed522_deception_enabled_rep02,522,deception_enabled,private_only,9,True,,0,,,1,2,2,1,2,night,night_kill,3,night,0,0,,,,,,,2,1,1,0
seer_immediate_reveal_r61_seed522_deception_enabled_rep02,r61_seed522_deception_enabled_rep02,522,deception_enabled,immediate_reveal,9,True,,1,1,night,1,2,1,1,2,night,night_kill,3,night,0,0,0,0,0,1,1,2,2,1,1,0
seer_reveal_first_wolf_r61_seed522_deception_enabled_rep02,r61_seed522_deception_enabled_rep02,522,deception_enabled,reveal_first_wolf,9,True,,1,2,night,1,2,2,1,2,night,night_kill,3,night,0,0,0,0,1,0,0,0,2,1,1,0
seer_delayed_round_2_r61_seed522_deception_enabled_rep02,r61_seed522_deception_enabled_rep02,522,deception_enabled,delayed_round_2,9,True,,1,2,night,1,2,2,1,2,night,night_kill,3,night,0,0,0,0,1,0,0,0,2,1,1,0
seer_under_threat_r61_seed522_deception_enabled_rep02,r61_seed522_deception_enabled_rep02,522,deception_enabled,under_threat,9,True,,0,,,1,2,2,1,2,night,night_kill,3,night,0,0,,,,,,,2,1,1,0
seer_selective_useful_info_r61_seed522_deception_enabled_rep02,r61_seed522_deception_enabled_rep02,522,deception_enabled,selective_useful_info,9,True,,1,2,night,1,2,2,1,2,night,night_kill,3,night,0,0,0,0,1,0,0,0,2,1,1,0
seer_private_only_r61_seed522_deception_enabled_rep03,r61_seed522_deception_enabled_rep03,522,deception_enabled,private_only,4,True,,0,,,1,,,1,1,night,night_kill,3,night,0,0,,,,,,,1,0,0,0
seer_immediate_reveal_r61_seed522_deception_enabled_rep03,r61_seed522_deception_enabled_rep03,522,deception_enabled,immediate_reveal,4,True,,1,1,night,1,,1,1,1,night,night_kill,3,night,0,0,0,0,1,0,0,0,1,0,1,0
seer_reveal_first_wolf_r61_seed522_deception_enabled_rep03,r61_seed522_deception_enabled_rep03,522,deception_enabled,reveal_first_wolf,4,True,,0,,,1,,,1,1,night,night_kill,3,night,0,0,,,,,,,1,0,0,0
seer_delayed_round_2_r61_seed522_deception_enabled_rep03,r61_seed522_deception_enabled_rep03,522,deception_enabled,delayed_round_2,4,True,,0,,,1,,,1,1,night,night_kill,3,night,0,0,,,,,,,1,0,0,0
seer_under_threat_r61_seed522_deception_enabled_rep03,r61_seed522_deception_enabled_rep03,522,deception_enabled,under_threat,4,True,,0,,,1,,,1,1,night,night_kill,3,night,0,0,,,,,,,1,0,0,0
seer_selective_useful_info_r61_seed522_deception_enabled_rep03,r61_seed522_deception_enabled_rep03,522,deception_enabled,selective_useful_info,4,True,,0,,,1,,,1,1,night,night_kill,3,night,0,0,,,,,,,1,0,0,0
seer_private_only_r61_seed522_deception_enabled_rep04,r61_seed522_deception_enabled_rep04,522,deception_enabled,private_only,7,True,,0,,,1,,,1,2,night,night_kill,3,day,0,0,,,,,,,2,0,0,0
seer_immediate_reveal_r61_seed522_deception_enabled_rep04,r61_seed522_deception_enabled_rep04,522,deception_enabled,immediate_reveal,7,True,,1,1,night,1,,1,1,2,night,night_kill,3,day,0,0,0,0,0,1,1,2,2,0,1,0
seer_reveal_first_wolf_r61_seed522_deception_enabled_rep04,r61_seed522_deception_enabled_rep04,522,deception_enabled,reveal_first_wolf,7,True,,0,,,1,,,1,2,night,night_kill,3,day,0,0,,,,,,,2,0,0,0
seer_delayed_round_2_r61_seed522_deception_enabled_rep04,r61_seed522_deception_enabled_rep04,522,deception_enabled,delayed_round_2,7,True,,1,2,night,1,,2,1,2,night,night_kill,3,day,0,0,0,0,1,0,0,0,2,0,1,0
seer_under_threat_r61_seed522_deception_enabled_rep04,r61_seed522_deception_enabled_rep04,522,deception_enabled,under_threat,7,True,,0,,,1,,,1,2,night,night_kill,3,day,0,0,,,,,,,2,0,0,0
seer_selective_useful_info_r61_seed522_deception_enabled_rep04,r61_seed522_deception_enabled_rep04,522,deception_enabled,selective_useful_info,7,True,,0,,,1,,,1,2,night,night_kill,3,day,0,0,,,,,,,2,0,0,0
seer_private_only_r61_seed522_deception_enabled_rep05,r61_seed522_deception_enabled_rep05,522,deception_enabled,private_only,5,True,,0,,,1,,,1,2,night,night_kill,4,night,0,0,,,,,,,2,0,0,1
seer_immediate_reveal_r61_seed522_deception_enabled_rep05,r61_seed522_deception_enabled_rep05,522,deception_enabled,immediate_reveal,5,True,,1,1,night,1,,1,1,2,night,night_kill,4,night,0,0,0,0,0,1,1,2,2,0,1,1
seer_reveal_first_wolf_r61_seed522_deception_enabled_rep05,r61_seed522_deception_enabled_rep05,522,deception_enabled,reveal_first_wolf,5,True,,0,,,1,,,1,2,night,night_kill,4,night,0,0,,,,,,,2,0,0,1
seer_delayed_round_2_r61_seed522_deception_enabled_rep05,r61_seed522_deception_enabled_rep05,522,deception_enabled,delayed_round_2,5,True,,1,2,night,1,,2,1,2,night,night_kill,4,night,0,0,0,0,1,0,0,0,2,0,1,1
seer_under_threat_r61_seed522_deception_enabled_rep05,r61_seed522_deception_enabled_rep05,522,deception_enabled,under_threat,5,True,,0,,,1,,,1,2,night,night_kill,4,night,0,0,,,,,,,2,0,0,1
seer_selective_useful_info_r61_seed522_deception_enabled_rep05,r61_seed522_deception_enabled_rep05,522,deception_enabled,selective_useful_info,5,True,,0,,,1,,,1,2,night,night_kill,4,night,0,0,,,,,,,2,0,0,1
seer_private_only_r61_seed522_heterogeneous_risk_rep01,r61_seed522_heterogeneous_risk_rep01,522,heterogeneous_risk,private_only,1,True,,0,,,1,,,1,1,day,day_elimination,2,night,0,0,,,,,,,1,0,0,0
seer_immediate_reveal_r61_seed522_heterogeneous_risk_rep01,r61_seed522_heterogeneous_risk_rep01,522,heterogeneous_risk,immediate_reveal,1,True,,1,1,night,1,,1,1,1,day,day_elimination,2,night,0,0,0,0,1,0,0,1,1,0,1,0
seer_reveal_first_wolf_r61_seed522_heterogeneous_risk_rep01,r61_seed522_heterogeneous_risk_rep01,522,heterogeneous_risk,reveal_first_wolf,1,True,,0,,,1,,,1,1,day,day_elimination,2,night,0,0,,,,,,,1,0,0,0
seer_delayed_round_2_r61_seed522_heterogeneous_risk_rep01,r61_seed522_heterogeneous_risk_rep01,522,heterogeneous_risk,delayed_round_2,1,True,,0,,,1,,,1,1,day,day_elimination,2,night,0,0,,,,,,,1,0,0,0
seer_under_threat_r61_seed522_heterogeneous_risk_rep01,r61_seed522_heterogeneous_risk_rep01,522,heterogeneous_risk,under_threat,1,True,,0,,,1,,,1,1,day,day_elimination,2,night,0,0,,,,,,,1,0,0,0
seer_selective_useful_info_r61_seed522_heterogeneous_risk_rep01,r61_seed522_heterogeneous_risk_rep01,522,heterogeneous_risk,selective_useful_info,1,True,,0,,,1,,,1,1,day,day_elimination,2,night,0,0,,,,,,,1,0,0,0
seer_private_only_r61_seed522_heterogeneous_risk_rep02,r61_seed522_heterogeneous_risk_rep02,522,heterogeneous_risk,private_only,3,True,,0,,,1,,,1,1,day,day_elimination,3,night,0,0,,,,,,,1,0,0,0
seer_immediate_reveal_r61_seed522_heterogeneous_risk_rep02,r61_seed522_heterogeneous_risk_rep02,522,heterogeneous_risk,immediate_reveal,3,True,,1,1,night,1,,1,1,1,day,day_elimination,3,night,0,0,0,0,1,0,0,1,1,0,1,0
seer_reveal_first_wolf_r61_seed522_heterogeneous_risk_rep02,r61_seed522_heterogeneous_risk_rep02,522,heterogeneous_risk,reveal_first_wolf,3,True,,0,,,1,,,1,1,day,day_elimination,3,night,0,0,,,,,,,1,0,0,0
seer_delayed_round_2_r61_seed522_heterogeneous_risk_rep02,r61_seed522_heterogeneous_risk_rep02,522,heterogeneous_risk,delayed_round_2,3,True,,0,,,1,,,1,1,day,day_elimination,3,night,0,0,,,,,,,1,0,0,0
seer_under_threat_r61_seed522_heterogeneous_risk_rep02,r61_seed522_heterogeneous_risk_rep02,522,heterogeneous_risk,under_threat,3,True,,0,,,1,,,1,1,day,day_elimination,3,night,0,0,,,,,,,1,0,0,0
seer_selective_useful_info_r61_seed522_heterogeneous_risk_rep02,r61_seed522_heterogeneous_risk_rep02,522,heterogeneous_risk,selective_useful_info,3,True,,0,,,1,,,1,1,day,day_elimination,3,night,0,0,,,,,,,1,0,0,0
seer_private_only_r61_seed522_heterogeneous_risk_rep03,r61_seed522_heterogeneous_risk_rep03,522,heterogeneous_risk,private_only,7,True,,0,,,1,2,2,1,2,night,night_kill,2,day,0,0,,,,,,,2,1,1,0
seer_immediate_reveal_r61_seed522_heterogeneous_risk_rep03,r61_seed522_heterogeneous_risk_rep03,522,heterogeneous_risk,immediate_reveal,7,True,,1,1,night,1,2,1,1,2,night,night_kill,4,night,0,0,0,0,0,1,1,2,2,1,1,1
seer_reveal_first_wolf_r61_seed522_heterogeneous_risk_rep03,r61_seed522_heterogeneous_risk_rep03,522,heterogeneous_risk,reveal_first_wolf,7,True,,1,2,night,1,2,2,1,2,night,night_kill,3,day,0,0,0,0,1,0,0,0,2,1,1,0
seer_delayed_round_2_r61_seed522_heterogeneous_risk_rep03,r61_seed522_heterogeneous_risk_rep03,522,heterogeneous_risk,delayed_round_2,7,True,,1,2,night,1,2,2,1,2,night,night_kill,3,day,0,0,0,0,1,0,0,0,2,1,1,0
seer_under_threat_r61_seed522_heterogeneous_risk_rep03,r61_seed522_heterogeneous_risk_rep03,522,heterogeneous_risk,under_threat,7,True,,0,,,1,2,2,1,2,night,night_kill,2,day,0,0,,,,,,,2,1,1,0
seer_selective_useful_info_r61_seed522_heterogeneous_risk_rep03,r61_seed522_heterogeneous_risk_rep03,522,heterogeneous_risk,selective_useful_info,7,True,,1,2,night,1,2,2,1,2,night,night_kill,3,day,0,0,0,0,1,0,0,0,2,1,1,0
seer_private_only_r61_seed522_heterogeneous_risk_rep04,r61_seed522_heterogeneous_risk_rep04,522,heterogeneous_risk,private_only,8,True,,0,,,1,,,1,2,night,night_kill,3,day,0,0,,,,,,,2,0,0,1
seer_immediate_reveal_r61_seed522_heterogeneous_risk_rep04,r61_seed522_heterogeneous_risk_rep04,522,heterogeneous_risk,immediate_reveal,8,True,,1,1,night,1,,1,1,2,night,night_kill,3,day,0,0,0,0,0,1,1,2,2,0,1,1
seer_reveal_first_wolf_r61_seed522_heterogeneous_risk_rep04,r61_seed522_heterogeneous_risk_rep04,522,heterogeneous_risk,reveal_first_wolf,8,True,,0,,,1,,,1,2,night,night_kill,3,day,0,0,,,,,,,2,0,0,1
seer_delayed_round_2_r61_seed522_heterogeneous_risk_rep04,r61_seed522_heterogeneous_risk_rep04,522,heterogeneous_risk,delayed_round_2,8,True,,1,2,night,1,,2,1,2,night,night_kill,3,day,0,0,0,0,1,0,0,0,2,0,1,1
seer_under_threat_r61_seed522_heterogeneous_risk_rep04,r61_seed522_heterogeneous_risk_rep04,522,heterogeneous_risk,under_threat,8,True,,0,,,1,,,1,2,night,night_kill,3,day,0,0,,,,,,,2,0,0,1
seer_selective_useful_info_r61_seed522_heterogeneous_risk_rep04,r61_seed522_heterogeneous_risk_rep04,522,heterogeneous_risk,selective_useful_info,8,True,,0,,,1,,,1,2,night,night_kill,3,day,0,0,,,,,,,2,0,0,1
seer_private_only_r61_seed522_heterogeneous_risk_rep05,r61_seed522_heterogeneous_risk_rep05,522,heterogeneous_risk,private_only,5,True,,0,,,1,,,1,2,day,day_elimination,3,night,0,0,,,,,,,2,0,0,0
seer_immediate_reveal_r61_seed522_heterogeneous_risk_rep05,r61_seed522_heterogeneous_risk_rep05,522,heterogeneous_risk,immediate_reveal,5,True,,1,1,night,1,,1,1,2,day,day_elimination,3,night,0,0,1,0,0,0,1,3,2,0,1,0
seer_reveal_first_wolf_r61_seed522_heterogeneous_risk_rep05,r61_seed522_heterogeneous_risk_rep05,522,heterogeneous_risk,reveal_first_wolf,5,True,,0,,,1,,,1,2,day,day_elimination,3,night,0,0,,,,,,,2,0,0,0
seer_delayed_round_2_r61_seed522_heterogeneous_risk_rep05,r61_seed522_heterogeneous_risk_rep05,522,heterogeneous_risk,delayed_round_2,5,True,,1,2,night,1,,2,1,2,day,day_elimination,3,night,0,0,0,0,1,0,0,1,2,0,1,0
seer_under_threat_r61_seed522_heterogeneous_risk_rep05,r61_seed522_heterogeneous_risk_rep05,522,heterogeneous_risk,under_threat,5,True,,0,,,1,,,1,2,day,day_elimination,3,night,0,0,,,,,,,2,0,0,0
seer_selective_useful_info_r61_seed522_heterogeneous_risk_rep05,r61_seed522_heterogeneous_risk_rep05,522,heterogeneous_risk,selective_useful_info,5,True,,0,,,1,,,1,2,day,day_elimination,3,night,0,0,,,,,,,2,0,0,0
seer_private_only_r61_seed522_strong_village_information_rep01,r61_seed522_strong_village_information_rep01,522,strong_village_information,private_only,9,True,,0,,,1,1,1,1,2,night,night_kill,4,day,0,0,,,,,,,2,1,1,0
seer_immediate_reveal_r61_seed522_strong_village_information_rep01,r61_seed522_strong_village_information_rep01,522,strong_village_information,immediate_reveal,9,True,,1,1,night,1,1,1,1,2,night,night_kill,4,day,0,0,0,0,0,1,1,2,2,1,1,1
seer_reveal_first_wolf_r61_seed522_strong_village_information_rep01,r61_seed522_strong_village_information_rep01,522,strong_village_information,reveal_first_wolf,9,True,,1,1,night,1,1,1,1,2,night,night_kill,4,day,0,0,0,0,0,1,1,2,2,1,1,1
seer_delayed_round_2_r61_seed522_strong_village_information_rep01,r61_seed522_strong_village_information_rep01,522,strong_village_information,delayed_round_2,9,True,,1,2,night,1,1,2,1,2,night,night_kill,4,day,0,0,0,0,1,0,0,0,2,1,1,1
seer_under_threat_r61_seed522_strong_village_information_rep01,r61_seed522_strong_village_information_rep01,522,strong_village_information,under_threat,9,True,,0,,,1,1,1,1,2,night,night_kill,4,day,0,0,,,,,,,2,1,1,0
seer_selective_useful_info_r61_seed522_strong_village_information_rep01,r61_seed522_strong_village_information_rep01,522,strong_village_information,selective_useful_info,9,True,,1,1,night,1,1,1,1,2,night,night_kill,4,day,0,0,0,0,0,1,1,2,2,1,1,1
seer_private_only_r61_seed522_strong_village_information_rep02,r61_seed522_strong_village_information_rep02,522,strong_village_information,private_only,1,True,,0,,,1,1,1,1,1,night,night_kill,3,night,0,0,,,,,,,1,1,1,0
seer_immediate_reveal_r61_seed522_strong_village_information_rep02,r61_seed522_strong_village_information_rep02,522,strong_village_information,immediate_reveal,1,True,,1,1,night,1,1,1,1,1,night,night_kill,3,night,0,0,0,0,1,0,0,0,1,1,1,0
seer_reveal_first_wolf_r61_seed522_strong_village_information_rep02,r61_seed522_strong_village_information_rep02,522,strong_village_information,reveal_first_wolf,1,True,,1,1,night,1,1,1,1,1,night,night_kill,3,night,0,0,0,0,1,0,0,0,1,1,1,0
seer_delayed_round_2_r61_seed522_strong_village_information_rep02,r61_seed522_strong_village_information_rep02,522,strong_village_information,delayed_round_2,1,True,,0,,,1,1,1,1,1,night,night_kill,3,night,0,0,,,,,,,1,1,1,0
seer_under_threat_r61_seed522_strong_village_information_rep02,r61_seed522_strong_village_information_rep02,522,strong_village_information,under_threat,1,True,,0,,,1,1,1,1,1,night,night_kill,3,night,0,0,,,,,,,1,1,1,0
seer_selective_useful_info_r61_seed522_strong_village_information_rep02,r61_seed522_strong_village_information_rep02,522,strong_village_information,selective_useful_info,1,True,,1,1,night,1,1,1,1,1,night,night_kill,3,night,0,0,0,0,1,0,0,0,1,1,1,0
seer_private_only_r61_seed522_strong_village_information_rep03,r61_seed522_strong_village_information_rep03,522,strong_village_information,private_only,9,True,,0,,,1,1,1,1,2,night,night_kill,4,night,0,0,,,,,,,2,1,1,1
